player,game_time,played_at_home,played_against,plus_minus,time_played_total,rebounds_total,assists,steals,blocks,turnovers,points
Damian Lillard,1419570000000,nba-phi,True,18,33,5,9,1,0,7,28
Damian Lillard,1419742800000,nba-nyk,True,14,30,4,6,2,0,2,11
Damian Lillard,1419915600000,nba-tor,True,11,46,2,9,1,2,2,26
Damian Lillard,1420261200000,nba-atl,True,-7,39,8,7,0,1,2,16
Damian Lillard,1420434000000,nba-lal,True,4,39,6,5,2,1,1,39
Damian Lillard,1420693200000,nba-mia,True,18,33,0,3,0,2,1,16
Damian Lillard,1420866000000,nba-orl,True,6,35,5,5,1,0,4,16
Damian Lillard,1420952400000,nba-lal,False,13,37,3,7,0,0,3,34
Damian Lillard,1421211600000,nba-lac,True,-6,37,3,4,1,0,3,15
Damian Lillard,1421384400000,nba-sas,False,-22,36,2,5,0,0,1,23
Damian Lillard,1421470800000,nba-mem,False,-4,41,6,6,2,0,2,23
Damian Lillard,1421643600000,nba-sac,True,-5,38,6,5,3,0,0,22
Damian Lillard,1421816400000,nba-phx,False,5,41,3,6,2,0,5,22
Damian Lillard,1421902800000,nba-bos,True,2,35,6,7,1,0,1,21
Damian Lillard,1422075600000,nba-was,True,2,36,3,7,1,0,2,20
Damian Lillard,1428292800000,nba-bkn,False,-9,39,4,2,0,1,2,36
Damian Lillard,1422421200000,nba-cle,False,0,38,0,5,0,1,1,14
Damian Lillard,1422594000000,nba-atl,False,-1,40,6,11,3,1,6,13
Damian Lillard,1422680400000,nba-mil,False,-4,38,5,9,3,1,6,19
Damian Lillard,1422939600000,nba-uta,True,12,37,4,6,2,0,1,25
Damian Lillard,1423112400000,nba-phx,True,13,33,4,3,2,1,2,13
Damian Lillard,1423285200000,nba-dal,False,-11,42,7,7,4,2,5,26
Damian Lillard,1423371600000,nba-hou,False,7,37,5,5,2,0,1,23
Damian Lillard,1423630800000,nba-lal,True,22,28,1,8,1,0,2,15
Damian Lillard,1424408400000,nba-uta,False,-4,35,4,2,0,0,5,19
Damian Lillard,1424581200000,nba-mem,True,-23,35,5,7,0,0,4,18
Damian Lillard,1424840400000,nba-sas,True,15,34,7,5,1,0,3,18
Damian Lillard,1425013200000,nba-okc,True,12,37,3,5,1,0,1,29
Damian Lillard,1425186000000,nba-sac,False,23,36,4,7,0,1,2,31
Damian Lillard,1425445200000,nba-lac,False,14,43,18,4,0,0,5,5
Damian Lillard,1425531600000,nba-dal,True,16,31,6,5,2,0,5,14
Damian Lillard,1425704400000,nba-min,False,-7,38,7,8,1,0,2,32
Damian Lillard,1426046400000,nba-hou,True,-1,35,5,8,0,0,3,14
Damian Lillard,1426219200000,nba-det,True,13,29,2,9,0,0,1,28
Damian Lillard,1426392000000,nba-tor,False,7,35,4,5,2,0,3,23
Damian Lillard,1426478400000,nba-was,False,-5,39,4,9,0,1,3,14
Damian Lillard,1426651200000,nba-mia,False,-12,35,3,3,1,0,4,17
Damian Lillard,1426824000000,nba-orl,False,-6,37,4,4,1,0,1,18
Damian Lillard,1426910400000,nba-mem,False,-21,39,3,7,0,0,5,27
Damian Lillard,1427169600000,nba-gsw,True,-15,33,7,5,1,1,4,29
Damian Lillard,1427256000000,nba-uta,False,6,40,8,12,1,0,2,23
Damian Lillard,1427428800000,nba-phx,False,6,33,4,4,0,0,3,11
Damian Lillard,1427515200000,nba-den,True,5,30,3,10,1,0,3,8
Damian Lillard,1427688000000,nba-phx,True,16,29,4,7,1,0,1,19
Damian Lillard,1427860800000,nba-lac,True,-6,36,3,10,0,0,2,18
Damian Lillard,1428033600000,nba-lal,False,3,28,3,5,2,0,2,20
Damian Lillard,1428120000000,nba-nop,True,0,35,1,4,0,0,4,19
Damian Lillard,1428465600000,nba-min,True,21,29,2,6,0,1,1,17
Damian Lillard,1428552000000,nba-gsw,False,-15,38,6,8,0,0,2,20
Damian Lillard,1428724800000,nba-uta,True,-6,37,5,5,2,0,3,28
Damian Lillard,1428897600000,nba-okc,False,-14,27,3,6,1,0,2,10
Damian Lillard,1429070400000,nba-dal,False,-21,29,3,2,0,0,6,17
Damian Lillard,1446004800000,nba-nop,True,17,36,5,11,2,0,4,21
Damian Lillard,1446177600000,nba-phx,False,-17,37,3,6,0,0,7,24
Damian Lillard,1446264000000,nba-phx,True,-8,36,4,8,2,0,5,23
Damian Lillard,1446440400000,nba-min,False,1,38,2,7,2,1,2,34
Damian Lillard,1446613200000,nba-uta,False,10,40,4,3,1,0,6,35
Damian Lillard,1446699600000,nba-mem,True,24,33,1,5,0,1,0,27
Damian Lillard,1446958800000,nba-det,True,-15,35,4,11,1,0,5,26
Damian Lillard,1447045200000,nba-den,False,3,38,3,7,1,0,1,30
Damian Lillard,1447218000000,nba-sas,True,-4,37,6,9,1,0,3,22
Damian Lillard,1447390800000,nba-mem,False,5,38,3,7,2,0,2,11
Damian Lillard,1447563600000,nba-cha,False,-12,37,8,5,1,0,5,23
Damian Lillard,1447650000000,nba-sas,False,-10,42,7,6,1,1,3,27
Damian Lillard,1447822800000,nba-hou,False,-5,41,3,2,2,0,6,23
Damian Lillard,1447995600000,nba-lac,True,12,38,4,7,1,0,4,27
Damian Lillard,1448168400000,nba-lal,False,22,37,6,13,2,1,2,30
Damian Lillard,1448341200000,nba-chi,True,-3,40,10,8,0,1,2,19
Damian Lillard,1448686800000,nba-lal,True,11,36,4,7,0,1,5,29
Damian Lillard,1448859600000,nba-lac,False,-14,17,2,0,0,0,1,7
Damian Lillard,1448946000000,nba-dal,True,-9,41,8,10,1,0,4,25
Damian Lillard,1449118800000,nba-ind,True,12,35,3,9,1,1,5,26
Damian Lillard,1449291600000,nba-min,False,7,37,3,7,1,0,2,19
Damian Lillard,1449464400000,nba-mil,False,-5,38,5,7,0,0,4,23
Damian Lillard,1449550800000,nba-cle,False,-8,39,6,6,0,0,4,33
Damian Lillard,1449810000000,nba-phx,False,8,35,5,7,0,0,3,18
Damian Lillard,1449896400000,nba-nyk,True,12,38,8,4,0,0,1,29
Damian Lillard,1450069200000,nba-nop,True,3,35,3,3,1,0,2,30
Damian Lillard,1450242000000,nba-okc,False,-17,30,5,2,1,1,2,20
Damian Lillard,1450414800000,nba-orl,False,-10,36,3,10,1,0,6,19
Damian Lillard,1450587600000,nba-mia,False,6,37,2,9,1,0,6,32
Damian Lillard,1451883600000,nba-mem,True,-12,36,3,7,1,0,7,17
Damian Lillard,1452056400000,nba-lac,True,-9,43,7,9,2,1,3,20
Damian Lillard,1452229200000,nba-gsw,True,-18,38,3,10,2,2,3,40
Damian Lillard,1452402000000,nba-okc,True,4,37,7,9,2,0,7,31
Damian Lillard,1452661200000,nba-uta,True,11,29,7,10,2,1,4,21
Damian Lillard,1452834000000,nba-bkn,False,10,37,3,10,1,0,0,33
Damian Lillard,1452920400000,nba-phi,False,-21,30,2,2,0,0,2,14
Damian Lillard,1453093200000,nba-was,False,13,34,2,6,0,0,2,16
Damian Lillard,1453266000000,nba-atl,True,-13,37,5,6,0,0,0,18
Damian Lillard,1453525200000,nba-lal,True,27,29,1,5,0,0,0,36
Damian Lillard,1453784400000,nba-sac,True,11,33,5,13,0,1,4,15
Damian Lillard,1454043600000,nba-cha,True,13,37,5,6,3,0,3,22
Damian Lillard,1454216400000,nba-min,True,-2,32,4,8,1,0,2,21
Damian Lillard,1454389200000,nba-mil,True,12,34,5,12,0,0,3,14
Damian Lillard,1454562000000,nba-tor,True,-4,36,5,11,1,1,3,27
Damian Lillard,1454734800000,nba-hou,False,8,36,4,10,1,0,4,21
Damian Lillard,1454907600000,nba-mem,False,10,43,4,5,1,1,4,33
Damian Lillard,1455080400000,nba-hou,True,28,35,3,9,3,0,4,31
Damian Lillard,1455858000000,nba-gsw,True,26,31,0,7,6,0,0,51
Damian Lillard,1456030800000,nba-uta,True,6,37,4,5,0,0,3,30
Damian Lillard,1456203600000,nba-bkn,True,12,37,2,4,3,0,4,34
Damian Lillard,1456376400000,nba-hou,True,-17,36,6,7,0,0,1,23
Damian Lillard,1456549200000,nba-chi,False,-2,35,4,4,0,0,4,31
Damian Lillard,1456635600000,nba-ind,False,4,35,5,2,0,1,2,33
Damian Lillard,1456808400000,nba-nyk,False,13,32,4,6,0,0,1,30
Damian Lillard,1456894800000,nba-bos,False,-22,34,4,2,0,2,3,20
Damian Lillard,1457067600000,nba-tor,False,1,40,3,5,0,0,4,50
Damian Lillard,1457240400000,nba-det,False,-23,35,5,5,0,0,7,26
Damian Lillard,1457413200000,nba-was,True,9,44,5,11,1,0,1,41
Damian Lillard,1457672400000,nba-gsw,False,-16,30,2,5,1,1,2,17
Damian Lillard,1457758800000,nba-orl,True,24,30,4,10,0,0,4,19
Damian Lillard,1457928000000,nba-okc,False,-22,32,2,4,0,1,4,21
Damian Lillard,1458187200000,nba-sas,False,-1,40,3,6,0,1,2,23
Damian Lillard,1458273600000,nba-nop,False,-4,35,8,6,0,1,4,33
Damian Lillard,1458446400000,nba-dal,False,-5,44,4,8,1,0,5,26
Damian Lillard,1458705600000,nba-dal,True,2,38,6,6,1,2,7,27
Damian Lillard,1458792000000,nba-lac,False,-3,35,3,8,1,0,3,18
Damian Lillard,1458964800000,nba-phi,True,-6,36,5,7,0,0,2,16
Damian Lillard,1459137600000,nba-sac,True,19,29,1,9,1,1,4,13
Damian Lillard,1459396800000,nba-bos,True,-3,36,1,4,0,1,3,14
Damian Lillard,1459569600000,nba-mia,True,15,29,2,4,0,0,3,18
Damian Lillard,1459656000000,nba-gsw,False,-7,36,3,4,0,0,0,38
Damian Lillard,1459828800000,nba-sac,False,-3,35,2,8,1,1,4,22
Damian Lillard,1459915200000,nba-okc,True,6,37,3,9,0,1,3,11
Damian Lillard,1460174400000,nba-min,True,7,38,3,7,1,0,3,31
Damian Lillard,1460520000000,nba-den,True,0,24,3,5,2,0,2,21
Norman Powell,1446350400000,nba-mil,True,-2,2,0,0,0,0,0,0
Norman Powell,1446526800000,nba-dal,False,-5,3,1,0,0,0,0,2
Norman Powell,1446958800000,nba-mia,False,0,5,1,0,0,0,0,0
Norman Powell,1447131600000,nba-nyk,True,-5,2,0,0,0,0,0,0
Norman Powell,1447218000000,nba-phi,False,6,25,4,1,1,0,1,8
Norman Powell,1447390800000,nba-nop,True,0,11,3,0,1,0,0,0
Norman Powell,1447563600000,nba-sac,False,-3,4,0,0,0,0,2,0
Norman Powell,1447822800000,nba-uta,False,-1,3,0,0,1,0,0,0
Norman Powell,1449464400000,nba-lal,True,1,5,2,0,0,0,1,0
Norman Powell,1449982800000,nba-phi,True,4,2,0,1,2,0,0,2
Norman Powell,1450069200000,nba-ind,False,7,7,3,1,1,0,0,5
Norman Powell,1450328400000,nba-cha,False,2,3,1,0,0,0,0,0
Norman Powell,1451883600000,nba-cle,False,-4,3,1,0,0,0,0,0
Norman Powell,1452056400000,nba-bkn,False,-1,1,0,0,0,0,0,2
Norman Powell,1452315600000,nba-phi,False,-4,2,0,0,0,0,0,2
Norman Powell,1452747600000,nba-orl,False,-2,3,1,0,0,0,0,0
Norman Powell,1453093200000,nba-bkn,True,0,1,0,0,0,0,0,0
Norman Powell,1453784400000,nba-was,True,2,2,0,1,0,0,0,0
Norman Powell,1453957200000,nba-nyk,True,1,4,1,0,0,0,0,0
Norman Powell,1454302800000,nba-den,False,1,13,2,1,1,1,0,2
Norman Powell,1454389200000,nba-phx,False,-1,15,1,1,2,0,1,0
Norman Powell,1454562000000,nba-por,False,2,13,1,1,0,0,0,0
Norman Powell,1454907600000,nba-det,False,5,16,2,0,1,0,2,1
Norman Powell,1455080400000,nba-min,False,-11,12,2,0,0,0,0,8
Norman Powell,1456117200000,nba-nyk,False,3,2,1,0,0,0,0,0
Norman Powell,1456290000000,nba-min,True,3,5,1,1,1,0,0,0
Norman Powell,1456635600000,nba-det,False,13,6,3,1,1,0,0,6
Norman Powell,1457067600000,nba-por,True,6,22,6,1,0,0,1,10
Norman Powell,1457240400000,nba-hou,True,5,3,0,0,0,1,0,2
Norman Powell,1457413200000,nba-bkn,True,-1,21,3,2,0,1,1,5
Norman Powell,1457586000000,nba-atl,True,-5,17,1,3,2,0,0,2
Norman Powell,1457928000000,nba-chi,True,0,4,1,0,0,0,0,0
Norman Powell,1458014400000,nba-mil,False,10,35,3,2,1,2,0,17
Norman Powell,1458187200000,nba-ind,False,7,20,5,1,0,0,0,6
Norman Powell,1458273600000,nba-bos,True,-3,22,2,0,0,0,2,10
Norman Powell,1458446400000,nba-orl,True,-9,23,3,0,0,0,0,3
Norman Powell,1458705600000,nba-bos,False,-2,12,2,3,0,1,1,2
Norman Powell,1458878400000,nba-hou,False,5,39,4,2,1,1,3,13
Norman Powell,1458964800000,nba-nop,False,23,34,7,2,0,0,2,15
Norman Powell,1459137600000,nba-okc,True,-22,28,4,0,0,2,0,18
Norman Powell,1459310400000,nba-atl,True,4,25,4,2,2,0,1,10
Norman Powell,1459483200000,nba-mem,False,10,30,4,5,2,1,4,14
Norman Powell,1459569600000,nba-sas,False,0,32,3,2,1,0,3,17
Norman Powell,1459828800000,nba-cha,True,7,23,4,1,2,0,1,4
Norman Powell,1460001600000,nba-atl,False,-6,31,4,1,0,0,0,10
Norman Powell,1460088000000,nba-ind,True,11,41,6,4,1,0,3,27
Norman Powell,1460260800000,nba-nyk,False,0,21,1,1,1,0,0,2
Norman Powell,1460433600000,nba-phi,True,15,38,4,1,3,0,2,18
Norman Powell,1460520000000,nba-bkn,False,0,37,9,5,1,0,1,30
DeMar DeRozan,1351656000000,nba-ind,True,-5,27,5,1,0,1,0,10
DeMar DeRozan,1351915200000,nba-bkn,False,-3,34,3,1,1,0,0,25
DeMar DeRozan,1352001600000,nba-min,True,13,32,7,2,3,0,2,22
DeMar DeRozan,1352178000000,nba-okc,False,-27,28,1,0,1,0,2,8
DeMar DeRozan,1352264400000,nba-dal,False,5,40,6,7,0,0,1,24
DeMar DeRozan,1352523600000,nba-phi,True,-4,44,6,0,1,0,1,19
DeMar DeRozan,1352696400000,nba-uta,True,-9,60,8,6,2,0,5,37
DeMar DeRozan,1352782800000,nba-ind,False,-2,40,5,0,0,1,2,15
DeMar DeRozan,1353128400000,nba-bos,False,-5,24,3,1,1,0,0,10
DeMar DeRozan,1353214800000,nba-orl,True,8,38,9,2,0,0,1,20
DeMar DeRozan,1353387600000,nba-phi,False,-11,42,4,0,1,0,0,24
DeMar DeRozan,1353474000000,nba-cha,False,3,37,3,2,0,1,5,14
DeMar DeRozan,1353646800000,nba-det,False,-5,34,1,1,0,0,2,5
DeMar DeRozan,1353819600000,nba-sas,True,-8,51,7,3,3,0,1,29
DeMar DeRozan,1353992400000,nba-hou,False,-16,27,3,1,2,0,4,12
DeMar DeRozan,1354078800000,nba-mem,False,-18,32,4,1,1,0,1,16
DeMar DeRozan,1354251600000,nba-phx,True,-3,35,8,4,1,0,2,23
DeMar DeRozan,1354510800000,nba-den,False,6,40,7,2,2,1,1,18
DeMar DeRozan,1354683600000,nba-sac,False,-6,40,5,1,2,4,3,14
DeMar DeRozan,1354856400000,nba-uta,False,-21,34,5,2,0,0,2,17
DeMar DeRozan,1355029200000,nba-lac,False,-18,42,5,4,0,0,1,24
DeMar DeRozan,1355115600000,nba-por,False,-11,43,4,1,0,0,3,20
DeMar DeRozan,1355288400000,nba-bkn,True,-1,44,5,2,4,1,3,11
DeMar DeRozan,1355461200000,nba-dal,True,13,32,4,4,0,1,2,14
DeMar DeRozan,1355634000000,nba-hou,True,7,35,7,3,3,1,2,19
DeMar DeRozan,1355806800000,nba-cle,False,17,36,5,4,2,0,1,16
DeMar DeRozan,1355893200000,nba-det,True,1,37,2,1,1,1,0,23
DeMar DeRozan,1356066000000,nba-orl,True,8,40,8,0,1,0,2,17
DeMar DeRozan,1356498000000,nba-sas,False,-22,27,2,1,0,0,2,8
DeMar DeRozan,1356670800000,nba-noh,False,6,49,6,1,3,0,0,30
DeMar DeRozan,1356757200000,nba-orl,False,21,33,3,3,1,0,0,21
DeMar DeRozan,1357102800000,nba-por,True,20,35,2,0,3,0,1,24
DeMar DeRozan,1357275600000,nba-sac,True,-24,33,4,1,1,0,2,14
DeMar DeRozan,1357448400000,nba-okc,True,-14,33,3,2,1,0,2,11
DeMar DeRozan,1357707600000,nba-phi,True,21,41,5,1,1,1,1,19
DeMar DeRozan,1357880400000,nba-cha,True,12,34,2,3,1,0,1,6
DeMar DeRozan,1358053200000,nba-mil,True,3,37,5,2,0,0,1,23
DeMar DeRozan,1358226000000,nba-bkn,False,-19,34,2,1,0,0,2,12
DeMar DeRozan,1358312400000,nba-chi,True,-12,40,3,1,0,0,2,18
DeMar DeRozan,1358485200000,nba-phi,False,-10,33,4,0,1,1,2,8
DeMar DeRozan,1358658000000,nba-lal,True,10,30,3,3,0,0,5,8
DeMar DeRozan,1358917200000,nba-mia,False,2,32,2,7,1,0,1,12
DeMar DeRozan,1359003600000,nba-orl,False,4,43,4,7,0,1,1,22
DeMar DeRozan,1359176400000,nba-cle,True,9,35,4,2,1,1,1,15
DeMar DeRozan,1359349200000,nba-gsw,True,-4,36,0,9,0,0,1,21
DeMar DeRozan,1359522000000,nba-atl,False,-3,35,4,2,2,0,2,23
DeMar DeRozan,1359694800000,nba-lac,True,31,34,2,7,1,1,2,19
DeMar DeRozan,1359867600000,nba-mia,True,-21,44,3,3,0,0,3,27
DeMar DeRozan,1360126800000,nba-bos,True,-1,40,3,2,1,0,2,13
DeMar DeRozan,1360299600000,nba-ind,False,-2,41,3,2,0,0,1,22
DeMar DeRozan,1360472400000,nba-noh,True,0,32,4,2,0,0,4,7
DeMar DeRozan,1360645200000,nba-den,True,1,39,8,3,2,1,2,22
DeMar DeRozan,1360731600000,nba-nyk,False,10,40,4,3,0,0,3,20
DeMar DeRozan,1361250000000,nba-was,False,19,37,3,3,3,0,4,24
DeMar DeRozan,1361336400000,nba-mem,True,-9,36,3,5,2,0,1,7
DeMar DeRozan,1361509200000,nba-nyk,True,8,39,1,6,1,1,3,18
DeMar DeRozan,1361768400000,nba-was,True,-4,39,4,1,1,1,2,25
DeMar DeRozan,1361941200000,nba-cle,False,-3,44,5,2,0,0,3,34
DeMar DeRozan,1362114000000,nba-ind,True,-12,34,3,3,1,0,0,9
DeMar DeRozan,1362200400000,nba-mil,False,-5,46,3,9,0,1,2,18
DeMar DeRozan,1362373200000,nba-gsw,False,-6,39,1,4,0,0,3,15
DeMar DeRozan,1362546000000,nba-phx,False,17,30,6,4,1,0,5,15
DeMar DeRozan,1362718800000,nba-lal,False,0,44,5,5,1,0,0,28
DeMar DeRozan,1362891600000,nba-cle,True,-2,40,3,6,1,0,4,13
DeMar DeRozan,1363147200000,nba-bos,False,-18,29,2,2,1,0,2,17
DeMar DeRozan,1363320000000,nba-cha,True,-1,31,4,4,0,1,3,9
DeMar DeRozan,1363492800000,nba-mia,True,-16,37,5,0,0,0,4,12
DeMar DeRozan,1363752000000,nba-cha,False,-3,40,3,2,0,0,2,19
DeMar DeRozan,1363924800000,nba-nyk,True,-3,35,3,2,1,0,1,18
DeMar DeRozan,1364011200000,nba-nyk,False,-20,39,3,3,1,1,2,17
DeMar DeRozan,1364356800000,nba-atl,True,-21,36,2,1,1,0,3,14
DeMar DeRozan,1364529600000,nba-det,False,21,33,4,3,3,0,0,21
DeMar DeRozan,1364702400000,nba-was,False,-21,34,6,3,1,0,1,15
DeMar DeRozan,1364788800000,nba-det,True,-4,41,7,5,2,0,2,15
DeMar DeRozan,1364961600000,nba-was,True,20,37,1,1,1,1,3,25
DeMar DeRozan,1365134400000,nba-min,False,-4,36,4,1,0,0,1,25
DeMar DeRozan,1365220800000,nba-mil,False,-25,24,2,0,0,0,2,12
DeMar DeRozan,1365480000000,nba-chi,False,6,34,2,2,1,0,0,20
DeMar DeRozan,1365739200000,nba-chi,True,12,40,1,1,1,0,4,19
DeMar DeRozan,1365912000000,nba-bkn,True,1,42,5,0,0,0,0,36
DeMar DeRozan,1366084800000,nba-atl,False,13,28,1,0,0,0,1,30
DeMar DeRozan,1366171200000,nba-bos,True,23,29,3,2,0,0,0,24
DeMar DeRozan,1383105600000,nba-bos,True,6,40,2,2,2,0,5,13
DeMar DeRozan,1383278400000,nba-atl,False,-10,37,4,2,1,1,2,31
DeMar DeRozan,1383364800000,nba-mil,False,17,35,6,5,2,0,2,17
DeMar DeRozan,1383627600000,nba-mia,True,-7,40,0,3,1,0,2,21
DeMar DeRozan,1383714000000,nba-cha,False,-1,38,3,3,0,0,1,14
DeMar DeRozan,1383886800000,nba-ind,False,-2,36,5,3,1,0,1,6
DeMar DeRozan,1383973200000,nba-uta,True,19,24,5,3,1,0,1,18
DeMar DeRozan,1384146000000,nba-hou,False,-9,53,3,1,4,1,0,22
DeMar DeRozan,1384318800000,nba-mem,False,14,33,3,4,2,1,1,18
DeMar DeRozan,1384491600000,nba-chi,True,-12,37,1,1,0,0,3,37
DeMar DeRozan,1384664400000,nba-por,True,-3,47,3,3,0,0,4,29
DeMar DeRozan,1384923600000,nba-phi,False,5,38,3,0,0,1,1,33
DeMar DeRozan,1385096400000,nba-was,True,-7,37,6,4,0,1,4,17
DeMar DeRozan,1385442000000,nba-bkn,True,4,39,6,3,1,0,3,27
DeMar DeRozan,1385701200000,nba-mia,True,-14,44,7,3,1,1,3,25
DeMar DeRozan,1385874000000,nba-den,True,-9,35,7,4,1,1,3,17
DeMar DeRozan,1386046800000,nba-gsw,False,-18,43,0,3,0,0,3,26
DeMar DeRozan,1386306000000,nba-phx,False,-17,39,3,2,2,0,2,13
DeMar DeRozan,1386478800000,nba-lal,False,22,41,5,5,3,2,2,26
DeMar DeRozan,1386651600000,nba-sas,True,-7,30,0,7,0,1,2,19
DeMar DeRozan,1386910800000,nba-phi,True,24,40,5,6,1,0,2,27
DeMar DeRozan,1386997200000,nba-chi,False,22,39,7,4,0,1,2,15
DeMar DeRozan,1387342800000,nba-cha,True,-1,41,6,1,3,1,2,30
DeMar DeRozan,1387515600000,nba-dal,False,1,42,7,9,1,1,6,15
DeMar DeRozan,1387688400000,nba-okc,False,-4,38,2,4,0,0,2,17
DeMar DeRozan,1387774800000,nba-sas,False,-18,36,7,3,1,0,3,13
DeMar DeRozan,1388120400000,nba-nyk,False,16,36,4,2,0,1,3,25
DeMar DeRozan,1388206800000,nba-nyk,True,17,36,4,4,3,0,3,20
DeMar DeRozan,1388466000000,nba-chi,False,4,36,8,1,0,0,4,11
DeMar DeRozan,1388552400000,nba-ind,True,11,39,9,3,3,0,3,26
DeMar DeRozan,1388725200000,nba-was,False,8,36,3,5,1,1,0,20
DeMar DeRozan,1388898000000,nba-mia,False,-7,38,4,7,2,0,1,26
DeMar DeRozan,1389070800000,nba-ind,False,-1,37,2,6,1,0,0,28
DeMar DeRozan,1389157200000,nba-det,True,14,36,6,4,2,2,3,19
DeMar DeRozan,1389416400000,nba-bkn,True,7,37,7,5,1,1,2,26
DeMar DeRozan,1389589200000,nba-mil,True,13,33,7,7,1,1,1,19
DeMar DeRozan,1389762000000,nba-bos,False,-9,37,8,3,1,0,1,23
DeMar DeRozan,1389934800000,nba-min,True,3,40,5,5,2,0,3,15
DeMar DeRozan,1390107600000,nba-lal,True,-13,42,6,7,1,0,1,23
DeMar DeRozan,1390194000000,nba-cha,False,-12,39,6,2,3,0,1,25
DeMar DeRozan,1390366800000,nba-dal,True,-5,38,3,3,1,1,4,40
DeMar DeRozan,1390539600000,nba-phi,False,15,39,9,1,0,0,3,34
DeMar DeRozan,1390626000000,nba-lac,True,-8,21,3,3,1,0,0,10
DeMar DeRozan,1391144400000,nba-den,False,5,33,3,1,1,0,3,19
DeMar DeRozan,1391230800000,nba-por,False,6,41,4,12,0,1,3,36
DeMar DeRozan,1391403600000,nba-uta,False,30,37,4,4,1,0,0,23
DeMar DeRozan,1391576400000,nba-sac,False,2,38,6,4,2,0,3,18
DeMar DeRozan,1391749200000,nba-lac,False,-15,41,5,8,2,1,0,36
DeMar DeRozan,1392008400000,nba-nop,True,5,40,2,4,1,0,3,22
DeMar DeRozan,1392181200000,nba-atl,True,18,34,5,3,2,0,1,31
DeMar DeRozan,1392699600000,nba-was,False,9,41,4,3,0,1,3,14
DeMar DeRozan,1392786000000,nba-chi,True,0,42,5,1,0,0,2,32
DeMar DeRozan,1392958800000,nba-cle,True,2,39,4,5,0,0,1,14
DeMar DeRozan,1393131600000,nba-orl,True,6,32,3,4,0,1,5,24
DeMar DeRozan,1393304400000,nba-cle,False,8,40,4,6,1,0,0,33
DeMar DeRozan,1393477200000,nba-was,True,-4,57,4,6,2,0,4,34
DeMar DeRozan,1393736400000,nba-gsw,True,12,42,4,6,1,0,0,32
DeMar DeRozan,1394168400000,nba-sac,True,4,33,1,6,1,1,2,15
DeMar DeRozan,1394341200000,nba-min,False,2,34,7,0,0,1,4,25
DeMar DeRozan,1394424000000,nba-bkn,False,-12,35,3,1,0,0,2,14
DeMar DeRozan,1394596800000,nba-det,True,30,41,3,3,1,0,0,25
DeMar DeRozan,1394769600000,nba-mem,True,14,43,0,2,1,0,4,16
DeMar DeRozan,1394942400000,nba-phx,True,0,39,4,7,4,0,3,17
DeMar DeRozan,1395115200000,nba-atl,False,2,45,10,6,1,0,3,29
DeMar DeRozan,1395201600000,nba-nop,False,6,39,3,4,3,0,1,31
DeMar DeRozan,1395374400000,nba-okc,True,3,49,8,3,2,0,6,33
DeMar DeRozan,1395547200000,nba-atl,True,6,38,2,3,0,1,4,21
DeMar DeRozan,1395720000000,nba-cle,False,-3,38,3,8,1,0,1,13
DeMar DeRozan,1395806400000,nba-bos,False,20,40,7,3,0,0,4,20
DeMar DeRozan,1395979200000,nba-bos,True,-16,35,3,4,1,0,1,30
DeMar DeRozan,1396152000000,nba-orl,False,-1,38,2,1,1,0,0,28
DeMar DeRozan,1396238400000,nba-mia,False,-8,39,2,7,2,0,2,16
DeMar DeRozan,1396411200000,nba-hou,True,0,40,6,4,2,0,2,29
DeMar DeRozan,1396584000000,nba-ind,True,9,40,4,9,0,1,3,20
DeMar DeRozan,1396670400000,nba-mil,False,3,38,2,5,1,0,2,23
DeMar DeRozan,1397016000000,nba-phi,True,7,34,5,5,0,0,2,17
DeMar DeRozan,1397188800000,nba-nyk,True,-16,43,5,5,0,0,4,26
DeMar DeRozan,1397361600000,nba-det,False,7,38,1,3,0,0,0,30
DeMar DeRozan,1397620800000,nba-nyk,False,-11,22,5,1,1,0,3,9
DeMar DeRozan,1414555200000,nba-atl,True,4,35,11,3,6,0,5,15
DeMar DeRozan,1414814400000,nba-orl,False,20,30,8,1,1,0,0,26
DeMar DeRozan,1414900800000,nba-mia,False,-3,41,3,1,4,0,2,30
DeMar DeRozan,1415077200000,nba-okc,True,7,31,3,3,0,0,2,16
DeMar DeRozan,1415163600000,nba-bos,False,-1,40,0,6,2,0,2,23
DeMar DeRozan,1415336400000,nba-was,True,12,36,3,1,1,0,3,25
DeMar DeRozan,1415509200000,nba-phi,True,10,26,6,2,2,1,3,24
DeMar DeRozan,1415682000000,nba-orl,True,-3,33,4,4,1,0,0,16
DeMar DeRozan,1415854800000,nba-chi,True,-2,34,1,2,1,0,0,10
DeMar DeRozan,1416027600000,nba-uta,True,17,36,3,2,1,0,0,27
DeMar DeRozan,1416373200000,nba-mem,True,3,38,5,4,2,0,1,21
DeMar DeRozan,1416546000000,nba-mil,True,36,29,5,5,0,0,3,7
DeMar DeRozan,1416632400000,nba-cle,False,5,42,5,3,1,0,3,20
DeMar DeRozan,1416805200000,nba-phx,True,9,37,3,1,1,0,1,23
DeMar DeRozan,1416978000000,nba-atl,False,7,33,3,2,0,0,5,27
DeMar DeRozan,1417150800000,nba-dal,True,-5,20,4,2,0,0,2,0
DeMar DeRozan,1421211600000,nba-phi,True,18,29,4,3,1,1,3,20
DeMar DeRozan,1421384400000,nba-atl,True,-27,32,3,2,2,0,4,25
