player,game_time,played_at_home,played_against,plus_minus,time_played_total,rebounds_total,assists,steals,blocks,turnovers,points
DeMar DeRozan,1421557200000,nba-nop,True,0,36,3,1,1,0,1,22
DeMar DeRozan,1421643600000,nba-mil,False,6,26,3,4,0,0,1,0
DeMar DeRozan,1421816400000,nba-mem,False,-8,33,3,1,0,1,2,6
DeMar DeRozan,1421989200000,nba-phi,False,-4,29,1,1,1,0,3,8
DeMar DeRozan,1422162000000,nba-det,True,2,35,6,4,2,0,0,25
DeMar DeRozan,1422334800000,nba-ind,False,2,33,6,2,2,0,4,24
DeMar DeRozan,1422421200000,nba-sac,True,13,31,5,6,1,0,2,12
DeMar DeRozan,1422594000000,nba-bkn,False,9,41,4,9,1,0,1,26
DeMar DeRozan,1422680400000,nba-was,False,-3,43,10,7,0,1,3,15
DeMar DeRozan,1422853200000,nba-mil,True,-12,25,2,2,1,0,2,16
DeMar DeRozan,1423026000000,nba-bkn,True,-9,35,5,6,0,0,3,13
DeMar DeRozan,1423198800000,nba-lac,True,11,32,9,8,2,0,0,24
DeMar DeRozan,1423371600000,nba-sas,True,20,36,3,4,3,1,3,18
DeMar DeRozan,1423630800000,nba-was,True,4,35,3,2,3,0,3,23
DeMar DeRozan,1424408400000,nba-atl,False,16,28,8,1,3,0,3,21
DeMar DeRozan,1424494800000,nba-hou,False,-11,38,3,3,3,1,5,10
DeMar DeRozan,1424667600000,nba-nop,False,-1,31,4,1,1,0,1,14
DeMar DeRozan,1424754000000,nba-dal,False,-4,35,3,4,0,0,3,18
DeMar DeRozan,1425013200000,nba-gsw,True,-12,26,3,0,0,0,3,14
DeMar DeRozan,1425099600000,nba-nyk,False,-1,40,3,2,3,0,0,13
DeMar DeRozan,1425272400000,nba-phi,False,13,38,9,5,2,0,2,35
DeMar DeRozan,1425445200000,nba-cle,True,-18,39,1,0,1,0,2,25
DeMar DeRozan,1425618000000,nba-cha,False,-4,39,2,3,1,1,1,30
DeMar DeRozan,1425790800000,nba-okc,False,-9,36,4,9,0,0,3,24
DeMar DeRozan,1425960000000,nba-sas,False,-7,39,3,4,1,0,1,21
DeMar DeRozan,1426219200000,nba-mia,True,6,38,6,6,0,0,3,18
DeMar DeRozan,1426392000000,nba-por,True,-15,35,8,2,1,0,2,22
DeMar DeRozan,1426478400000,nba-ind,False,12,37,3,3,0,0,1,22
DeMar DeRozan,1426651200000,nba-min,True,10,39,7,4,2,0,2,21
DeMar DeRozan,1426824000000,nba-chi,False,-23,37,7,3,0,0,2,27
DeMar DeRozan,1426996800000,nba-nyk,True,0,36,7,5,0,0,2,23
DeMar DeRozan,1427169600000,nba-det,False,-7,42,10,4,0,0,3,22
DeMar DeRozan,1427256000000,nba-chi,True,-16,39,2,5,1,0,2,20
DeMar DeRozan,1427428800000,nba-lal,True,10,41,10,7,1,0,1,6
DeMar DeRozan,1427688000000,nba-hou,True,12,41,11,1,1,1,6,42
DeMar DeRozan,1427860800000,nba-min,False,4,30,2,3,1,0,1,17
DeMar DeRozan,1428033600000,nba-bkn,False,-6,41,8,8,1,0,5,27
DeMar DeRozan,1428120000000,nba-bos,True,2,43,1,3,1,0,6,38
DeMar DeRozan,1428465600000,nba-cha,False,29,34,2,7,0,3,1,18
DeMar DeRozan,1428638400000,nba-orl,False,11,37,3,5,0,0,1,29
DeMar DeRozan,1428724800000,nba-mia,False,-6,37,6,2,4,0,4,24
DeMar DeRozan,1429070400000,nba-cha,True,8,34,4,6,2,0,4,16
DeMar DeRozan,1446004800000,nba-ind,True,0,36,5,6,2,0,2,25
DeMar DeRozan,1446177600000,nba-bos,False,13,35,7,6,2,0,3,23
DeMar DeRozan,1446350400000,nba-mil,True,25,37,1,4,1,1,2,15
DeMar DeRozan,1446526800000,nba-dal,False,12,28,4,2,1,0,3,20
DeMar DeRozan,1446613200000,nba-okc,False,2,39,5,3,2,0,2,28
DeMar DeRozan,1446786000000,nba-orl,False,3,41,7,2,0,2,2,23
DeMar DeRozan,1446958800000,nba-mia,False,-8,36,1,3,0,0,6,16
DeMar DeRozan,1447131600000,nba-nyk,True,-10,39,5,2,1,0,1,29
DeMar DeRozan,1447218000000,nba-phi,False,8,27,4,2,0,0,0,14
DeMar DeRozan,1447390800000,nba-nop,True,20,35,6,11,1,0,2,15
DeMar DeRozan,1447563600000,nba-sac,False,-12,37,4,5,5,0,4,24
DeMar DeRozan,1447736400000,nba-gsw,False,-6,39,5,6,1,0,4,28
DeMar DeRozan,1447822800000,nba-uta,False,-9,35,3,6,1,0,2,14
DeMar DeRozan,1447995600000,nba-lal,False,-6,34,4,2,1,0,3,18
DeMar DeRozan,1448168400000,nba-lac,False,11,40,6,3,0,0,4,21
DeMar DeRozan,1448427600000,nba-cle,True,-2,40,3,4,1,1,1,20
DeMar DeRozan,1448686800000,nba-was,False,3,38,3,2,0,0,4,20
DeMar DeRozan,1448773200000,nba-phx,True,-6,37,3,7,0,1,1,29
DeMar DeRozan,1449032400000,nba-atl,False,9,36,4,2,0,1,2,17
DeMar DeRozan,1449118800000,nba-den,True,1,38,5,5,0,0,0,34
DeMar DeRozan,1449291600000,nba-gsw,True,-10,37,3,5,0,0,2,16
DeMar DeRozan,1449464400000,nba-lal,True,7,35,5,6,0,0,2,16
DeMar DeRozan,1449637200000,nba-sas,True,3,37,4,6,1,1,6,28
DeMar DeRozan,1449810000000,nba-mil,True,-2,35,3,1,2,1,0,27
DeMar DeRozan,1449982800000,nba-phi,True,30,34,8,2,1,0,1,25
DeMar DeRozan,1450069200000,nba-ind,False,-11,38,5,2,2,1,2,20
DeMar DeRozan,1450328400000,nba-cha,False,-8,44,4,5,1,1,1,31
DeMar DeRozan,1450414800000,nba-mia,False,11,40,4,4,2,0,3,30
DeMar DeRozan,1450587600000,nba-sac,True,-12,35,7,1,2,0,3,28
DeMar DeRozan,1450760400000,nba-dal,True,3,40,4,4,0,0,7,28
DeMar DeRozan,1451106000000,nba-mil,False,5,33,3,8,1,0,3,22
DeMar DeRozan,1451278800000,nba-chi,False,8,36,8,8,1,0,1,19
DeMar DeRozan,1451451600000,nba-was,True,1,37,6,5,2,2,3,34
DeMar DeRozan,1451624400000,nba-cha,True,3,37,0,1,1,0,1,23
DeMar DeRozan,1451797200000,nba-chi,True,-15,35,2,4,0,0,0,24
DeMar DeRozan,1451883600000,nba-cle,False,-17,35,2,4,1,0,3,19
DeMar DeRozan,1452056400000,nba-bkn,False,21,36,4,5,2,0,4,15
DeMar DeRozan,1452229200000,nba-was,False,5,40,8,1,1,1,1,35
DeMar DeRozan,1452315600000,nba-phi,False,6,37,7,5,0,0,2,19
DeMar DeRozan,1452747600000,nba-orl,False,-2,40,11,4,1,1,2,13
DeMar DeRozan,1453093200000,nba-bkn,True,-5,34,4,5,2,0,0,30
DeMar DeRozan,1453266000000,nba-bos,True,13,38,2,6,1,0,2,34
DeMar DeRozan,1453438800000,nba-mia,True,16,36,6,4,1,0,1,33
DeMar DeRozan,1453611600000,nba-lac,True,-6,33,5,2,0,0,1,18
DeMar DeRozan,1453784400000,nba-was,True,5,34,4,4,1,0,4,17
DeMar DeRozan,1453957200000,nba-nyk,True,3,36,1,4,1,2,3,26
DeMar DeRozan,1454130000000,nba-det,True,-6,34,3,4,2,0,4,29
DeMar DeRozan,1454302800000,nba-den,False,-13,28,1,4,1,0,0,24
DeMar DeRozan,1454389200000,nba-phx,False,-6,34,2,3,1,1,3,22
DeMar DeRozan,1454562000000,nba-por,False,4,35,5,4,1,0,1,29
DeMar DeRozan,1454907600000,nba-det,False,5,33,7,6,1,0,4,17
DeMar DeRozan,1455080400000,nba-min,False,-9,37,3,4,0,1,1,35
DeMar DeRozan,1455858000000,nba-chi,False,-1,40,4,3,2,0,3,22
DeMar DeRozan,1456030800000,nba-mem,True,10,36,5,3,0,0,4,21
DeMar DeRozan,1456117200000,nba-nyk,False,23,32,3,2,3,0,0,22
DeMar DeRozan,1456290000000,nba-min,True,5,38,4,4,2,0,2,31
DeMar DeRozan,1456462800000,nba-cle,True,6,32,6,2,1,0,2,6
DeMar DeRozan,1456635600000,nba-det,False,-29,35,4,7,0,1,0,20
DeMar DeRozan,1456894800000,nba-uta,True,15,35,5,0,0,0,0,31
DeMar DeRozan,1457067600000,nba-por,True,2,37,3,2,0,0,4,38
DeMar DeRozan,1457240400000,nba-hou,True,-6,34,6,7,2,0,5,19
DeMar DeRozan,1457413200000,nba-bkn,True,2,38,3,2,4,0,5,25
DeMar DeRozan,1457586000000,nba-atl,True,4,35,5,0,0,0,4,30
DeMar DeRozan,1457758800000,nba-mia,True,4,43,10,7,2,1,3,38
DeMar DeRozan,1457928000000,nba-chi,True,-3,39,5,2,1,0,1,27
DeMar DeRozan,1458187200000,nba-ind,False,10,44,5,3,0,1,1,28
DeMar DeRozan,1458273600000,nba-bos,True,4,32,7,6,1,0,3,15
DeMar DeRozan,1458446400000,nba-orl,True,3,37,4,5,1,0,3,25
DeMar DeRozan,1458705600000,nba-bos,False,-10,36,0,2,1,0,2,21
DeMar DeRozan,1458878400000,nba-hou,False,5,37,5,4,2,0,1,18
DeMar DeRozan,1458964800000,nba-nop,False,23,30,5,5,0,0,2,23
DeMar DeRozan,1459137600000,nba-okc,True,-26,34,2,5,0,0,0,19
DeMar DeRozan,1459310400000,nba-atl,True,16,37,5,6,3,0,1,26
DeMar DeRozan,1459483200000,nba-mem,False,11,36,6,4,1,0,3,27
DeMar DeRozan,1459828800000,nba-cha,True,16,36,7,6,1,0,1,26
DeMar DeRozan,1460001600000,nba-atl,False,-10,34,4,4,1,0,1,16
DeMar DeRozan,1460260800000,nba-nyk,False,-1,35,3,4,0,0,2,27
DeMar DeRozan,1460433600000,nba-phi,True,24,22,7,6,1,0,3,10
Harrison Barnes,1351656000000,nba-phx,False,-2,14,3,1,0,0,0,6
Harrison Barnes,1351828800000,nba-mem,True,-11,23,0,1,0,0,2,8
Harrison Barnes,1351915200000,nba-lac,False,3,20,1,1,0,0,0,10
Harrison Barnes,1352091600000,nba-sac,False,2,30,2,4,1,0,1,6
Harrison Barnes,1352264400000,nba-cle,True,-6,30,2,1,1,0,2,14
Harrison Barnes,1352437200000,nba-lal,False,-19,29,4,0,1,0,3,7
Harrison Barnes,1352523600000,nba-den,True,-1,19,5,1,0,1,1,7
Harrison Barnes,1352869200000,nba-atl,True,-5,40,13,1,1,0,3,19
Harrison Barnes,1353042000000,nba-min,False,11,35,9,1,0,0,1,18
Harrison Barnes,1353214800000,nba-okc,False,-24,30,1,3,2,0,2,12
Harrison Barnes,1353301200000,nba-dal,False,8,40,12,0,1,0,2,20
Harrison Barnes,1353474000000,nba-bkn,True,5,28,5,1,0,0,1,9
Harrison Barnes,1353646800000,nba-den,False,0,15,2,1,1,0,2,4
Harrison Barnes,1353733200000,nba-min,True,17,39,11,2,0,0,1,10
Harrison Barnes,1354165200000,nba-den,True,-5,17,2,2,1,0,0,2
Harrison Barnes,1354338000000,nba-ind,True,-2,29,5,1,0,0,1,6
Harrison Barnes,1354510800000,nba-orl,True,0,35,4,2,1,2,1,9
Harrison Barnes,1354683600000,nba-det,False,15,30,5,3,0,0,1,10
Harrison Barnes,1354856400000,nba-bkn,False,-3,23,3,2,1,0,0,6
Harrison Barnes,1354942800000,nba-was,False,-2,24,6,4,1,0,2,3
Harrison Barnes,1355115600000,nba-cha,False,18,22,3,3,0,0,2,6
Harrison Barnes,1355288400000,nba-mia,False,3,18,3,1,2,0,0,8
Harrison Barnes,1355461200000,nba-orl,False,-9,17,2,2,0,1,0,5
Harrison Barnes,1355547600000,nba-atl,False,19,31,3,1,1,0,0,19
Harrison Barnes,1355806800000,nba-noh,True,2,19,2,1,0,1,0,0
Harrison Barnes,1355893200000,nba-sac,False,-9,16,1,0,0,0,1,4
Harrison Barnes,1356066000000,nba-cha,True,13,28,3,0,2,0,2,4
Harrison Barnes,1356152400000,nba-lal,True,-4,29,4,1,3,0,0,13
Harrison Barnes,1356498000000,nba-uta,False,-3,16,2,0,0,1,0,7
Harrison Barnes,1356670800000,nba-phi,True,-4,16,2,0,0,0,2,10
Harrison Barnes,1356757200000,nba-bos,True,14,26,8,0,0,0,2,15
Harrison Barnes,1357102800000,nba-lac,True,29,25,9,4,1,1,1,13
Harrison Barnes,1357362000000,nba-lac,False,-22,22,2,3,0,1,1,11
Harrison Barnes,1357707600000,nba-mem,True,-7,27,3,1,1,1,1,7
Harrison Barnes,1357880400000,nba-por,True,3,31,7,1,2,0,2,13
Harrison Barnes,1358053200000,nba-den,False,-8,29,6,0,1,0,2,21
Harrison Barnes,1358312400000,nba-mia,True,1,23,6,3,0,0,1,9
Harrison Barnes,1358485200000,nba-sas,False,-10,38,8,2,1,0,1,4
Harrison Barnes,1358571600000,nba-noh,False,-2,18,1,2,1,0,4,2
Harrison Barnes,1358744400000,nba-lac,True,-1,16,2,1,0,0,1,9
Harrison Barnes,1358917200000,nba-okc,True,16,26,7,2,1,0,1,2
Harrison Barnes,1359090000000,nba-chi,False,7,22,5,3,1,0,2,3
Harrison Barnes,1359176400000,nba-mil,False,-3,13,1,0,1,0,2,7
Harrison Barnes,1359349200000,nba-tor,False,17,33,5,2,0,0,0,14
Harrison Barnes,1359608400000,nba-dal,True,10,39,4,5,1,0,0,12
Harrison Barnes,1359781200000,nba-phx,True,17,32,8,1,0,0,2,21
Harrison Barnes,1360040400000,nba-hou,False,-22,17,1,0,0,0,1,7
Harrison Barnes,1360126800000,nba-okc,False,-3,29,0,0,1,0,0,19
Harrison Barnes,1360299600000,nba-mem,False,0,35,7,4,0,0,2,6
Harrison Barnes,1360386000000,nba-dal,False,-20,29,2,0,0,0,0,12
Harrison Barnes,1360645200000,nba-hou,True,-3,27,2,1,0,1,2,7
Harrison Barnes,1361250000000,nba-uta,False,-6,19,0,0,1,0,1,3
Harrison Barnes,1361336400000,nba-phx,True,-5,23,3,0,1,0,0,3
Harrison Barnes,1361509200000,nba-sas,True,11,31,4,3,0,0,2,7
Harrison Barnes,1361682000000,nba-min,False,-11,22,2,0,0,0,0,7
Harrison Barnes,1361854800000,nba-ind,False,0,22,2,1,0,0,2,9
Harrison Barnes,1361941200000,nba-nyk,False,-6,19,3,0,0,0,2,3
Harrison Barnes,1362114000000,nba-bos,False,-6,39,6,0,3,0,2,16
Harrison Barnes,1362200400000,nba-phi,False,3,28,3,1,2,0,2,5
Harrison Barnes,1362373200000,nba-tor,True,-7,22,2,1,1,2,1,12
Harrison Barnes,1362546000000,nba-sac,True,10,26,4,1,0,0,1,14
Harrison Barnes,1362718800000,nba-hou,True,-9,23,3,0,1,0,3,6
Harrison Barnes,1362805200000,nba-mil,True,0,22,5,1,1,0,1,10
Harrison Barnes,1362974400000,nba-nyk,True,14,16,1,1,0,0,0,5
Harrison Barnes,1363147200000,nba-det,True,13,19,2,0,0,1,1,13
Harrison Barnes,1363320000000,nba-chi,True,-3,25,4,1,2,0,2,12
Harrison Barnes,1363492800000,nba-hou,False,6,18,5,0,0,0,0,9
Harrison Barnes,1363579200000,nba-noh,False,11,21,2,0,0,0,0,7
Harrison Barnes,1363752000000,nba-sas,False,2,18,1,1,1,0,1,13
Harrison Barnes,1364011200000,nba-was,True,11,36,8,0,0,0,2,16
Harrison Barnes,1364184000000,nba-lal,True,11,29,5,0,1,0,1,10
Harrison Barnes,1364356800000,nba-sac,True,-16,22,3,0,2,0,1,9
Harrison Barnes,1364616000000,nba-por,True,9,34,7,1,1,1,1,11
Harrison Barnes,1364961600000,nba-noh,True,-17,19,3,0,0,0,2,10
Harrison Barnes,1365134400000,nba-phx,False,-3,26,3,0,1,0,2,11
Harrison Barnes,1365307200000,nba-uta,True,2,23,3,3,0,0,1,4
Harrison Barnes,1365480000000,nba-min,True,23,26,10,1,0,0,1,15
Harrison Barnes,1365652800000,nba-okc,True,-25,21,2,0,1,0,1,9
Harrison Barnes,1365739200000,nba-lal,False,0,29,6,0,0,0,0,4
Harrison Barnes,1365998400000,nba-sas,True,1,33,7,3,1,0,6,11
Harrison Barnes,1366171200000,nba-por,False,17,30,10,3,0,0,1,8
Harrison Barnes,1383714000000,nba-min,False,10,14,2,1,2,1,2,14
Harrison Barnes,1383886800000,nba-sas,False,-10,21,2,1,0,0,0,5
Harrison Barnes,1383973200000,nba-mem,False,-13,19,2,1,0,0,1,4
Harrison Barnes,1384232400000,nba-det,True,1,26,3,1,0,0,3,8
Harrison Barnes,1384405200000,nba-okc,True,3,23,3,1,1,0,2,16
Harrison Barnes,1384578000000,nba-uta,True,9,29,3,2,2,0,2,11
Harrison Barnes,1384750800000,nba-uta,False,20,29,5,1,0,0,0,17
Harrison Barnes,1384923600000,nba-mem,True,-11,49,8,5,0,0,2,16
Harrison Barnes,1385096400000,nba-lal,False,-10,44,4,3,1,1,1,20
Harrison Barnes,1385182800000,nba-por,True,-12,45,4,5,1,0,2,13
Harrison Barnes,1385442000000,nba-nop,False,-7,39,4,0,1,0,1,14
Harrison Barnes,1385528400000,nba-dal,False,-8,41,4,0,1,0,1,9
Harrison Barnes,1385701200000,nba-okc,False,-6,42,2,4,1,0,1,26
Harrison Barnes,1385874000000,nba-sac,False,-7,38,0,1,3,0,2,11
Harrison Barnes,1386046800000,nba-tor,True,-8,31,3,2,2,0,1,19
Harrison Barnes,1386306000000,nba-hou,False,-24,36,7,2,4,1,3,14
Harrison Barnes,1386392400000,nba-mem,False,24,36,4,0,0,0,3,9
Harrison Barnes,1386565200000,nba-cha,False,-6,40,9,3,2,0,1,14
Harrison Barnes,1386738000000,nba-dal,True,4,44,4,1,1,0,1,17
Harrison Barnes,1386910800000,nba-hou,True,8,38,12,4,1,0,3,20
Harrison Barnes,1387083600000,nba-phx,False,-6,36,4,2,1,1,1,8
Harrison Barnes,1387256400000,nba-nop,True,-7,24,4,1,0,0,0,8
Harrison Barnes,1387429200000,nba-sas,True,0,19,4,1,1,0,3,0
Harrison Barnes,1387602000000,nba-lal,True,14,26,2,0,1,0,0,8
Harrison Barnes,1387774800000,nba-den,False,-1,22,0,1,0,0,2,2
Harrison Barnes,1387947600000,nba-lac,True,-1,25,5,1,0,1,1,14
Harrison Barnes,1388120400000,nba-phx,True,11,31,0,3,3,0,0,11
Harrison Barnes,1388293200000,nba-cle,False,11,27,4,0,0,0,0,10
Harrison Barnes,1388466000000,nba-orl,False,-7,27,7,1,0,0,1,2
Harrison Barnes,1388638800000,nba-mia,False,-9,27,3,0,0,0,0,15
Harrison Barnes,1388725200000,nba-atl,False,-2,29,5,2,3,0,0,9
Harrison Barnes,1388898000000,nba-was,False,-2,27,6,3,0,0,2,13
Harrison Barnes,1389070800000,nba-mil,False,-3,26,4,2,1,0,1,6
Harrison Barnes,1389157200000,nba-bkn,False,-8,21,0,0,0,0,1,6
Harrison Barnes,1389330000000,nba-bos,True,-8,20,6,1,0,0,1,1
Harrison Barnes,1389762000000,nba-den,True,-12,31,6,2,1,1,0,15
Harrison Barnes,1389934800000,nba-okc,False,-12,19,0,0,0,0,2,0
Harrison Barnes,1390021200000,nba-nop,False,-7,18,2,1,0,0,1,0
Harrison Barnes,1390194000000,nba-ind,True,-10,21,5,1,1,0,0,7
Harrison Barnes,1390539600000,nba-min,True,13,23,3,0,0,1,3,2
Harrison Barnes,1390712400000,nba-por,True,-3,27,7,0,1,1,1,6
Harrison Barnes,1390885200000,nba-was,True,8,23,0,3,2,0,0,5
Harrison Barnes,1391058000000,nba-lac,True,5,24,8,0,1,0,0,10
Harrison Barnes,1391144400000,nba-uta,False,2,32,6,1,0,0,2,8
Harrison Barnes,1391490000000,nba-cha,True,-8,23,7,0,0,0,0,8
Harrison Barnes,1391662800000,nba-chi,True,20,29,6,1,2,0,2,11
Harrison Barnes,1391835600000,nba-phx,False,6,36,6,0,1,1,1,23
Harrison Barnes,1392008400000,nba-phi,True,25,24,1,0,1,0,0,11
Harrison Barnes,1392181200000,nba-mia,True,3,30,5,1,1,0,0,14
Harrison Barnes,1392786000000,nba-sac,False,5,27,4,3,3,0,3,7
Harrison Barnes,1392872400000,nba-hou,True,-12,21,4,0,0,1,1,5
Harrison Barnes,1393045200000,nba-bkn,True,-12,20,2,1,0,0,1,3
Harrison Barnes,1393218000000,nba-det,False,17,28,5,4,0,1,0,11
Harrison Barnes,1393390800000,nba-chi,False,-2,24,2,2,0,1,1,11
Harrison Barnes,1393563600000,nba-nyk,False,3,27,4,2,0,0,2,9
Harrison Barnes,1393736400000,nba-tor,False,-6,22,2,1,0,1,1,11
Harrison Barnes,1393909200000,nba-ind,False,2,24,5,2,0,0,0,10
Harrison Barnes,1393995600000,nba-bos,False,-6,25,2,0,2,0,0,3
Harrison Barnes,1394168400000,nba-atl,True,-1,28,5,1,0,1,1,7
Harrison Barnes,1394341200000,nba-phx,True,-5,31,6,3,2,0,0,7
Harrison Barnes,1394510400000,nba-dal,True,15,20,1,0,0,1,0,13
Harrison Barnes,1394596800000,nba-lac,False,-11,18,4,0,1,0,0,5
Harrison Barnes,1394769600000,nba-cle,True,7,41,5,2,1,1,2,6
Harrison Barnes,1394942400000,nba-por,False,4,28,5,3,0,0,0,5
Harrison Barnes,1395115200000,nba-orl,True,10,31,5,3,0,0,0,4
Harrison Barnes,1395288000000,nba-mil,True,-10,27,2,2,0,0,2,0
Harrison Barnes,1395460800000,nba-sas,True,1,27,5,2,0,0,0,4
Harrison Barnes,1395979200000,nba-mem,True,-2,18,1,2,2,0,1,4
Harrison Barnes,1396152000000,nba-nyk,True,-18,21,2,1,0,0,2,5
Harrison Barnes,1396324800000,nba-dal,False,-5,13,0,1,0,1,1,0
Harrison Barnes,1396411200000,nba-sas,False,-13,36,2,0,1,0,2,11
Harrison Barnes,1396584000000,nba-sac,True,15,38,3,3,1,1,1,16
Harrison Barnes,1396756800000,nba-uta,True,11,28,5,1,2,0,0,10
Harrison Barnes,1397102400000,nba-den,True,-7,30,5,2,1,1,0,9
Harrison Barnes,1397188800000,nba-lal,False,-3,22,4,0,1,1,3,8
Harrison Barnes,1397361600000,nba-por,False,-8,22,8,1,0,0,0,8
Harrison Barnes,1397448000000,nba-min,True,8,31,7,5,3,0,0,6
Harrison Barnes,1397620800000,nba-den,False,4,48,5,3,1,0,3,30
Harrison Barnes,1414555200000,nba-sac,False,12,29,6,1,0,0,1,9
Harrison Barnes,1414814400000,nba-lal,True,23,30,4,3,1,0,1,15
Harrison Barnes,1414900800000,nba-por,False,10,26,2,2,1,0,1,3
Harrison Barnes,1415163600000,nba-lac,True,24,27,7,3,0,0,1,10
Harrison Barnes,1415422800000,nba-hou,False,12,23,4,1,0,0,2,4
Harrison Barnes,1415509200000,nba-phx,False,-13,32,9,0,1,0,1,12
Harrison Barnes,1415682000000,nba-sas,True,-5,39,8,0,0,1,2,22
Harrison Barnes,1415854800000,nba-bkn,True,-1,32,3,3,0,0,0,12
Harrison Barnes,1416027600000,nba-cha,True,23,23,4,1,0,0,1,17
Harrison Barnes,1416114000000,nba-lal,False,15,24,2,1,0,1,0,14
Harrison Barnes,1416546000000,nba-uta,True,4,40,11,1,1,2,2,14
Harrison Barnes,1416718800000,nba-okc,False,5,23,8,2,1,0,1,0
Harrison Barnes,1416891600000,nba-mia,False,14,36,8,2,0,0,0,12
Harrison Barnes,1416978000000,nba-orl,False,11,36,5,1,0,0,1,16
Harrison Barnes,1417150800000,nba-cha,False,5,29,9,1,0,0,1,9
Harrison Barnes,1417323600000,nba-det,False,14,33,9,2,1,0,1,9
Harrison Barnes,1417496400000,nba-orl,True,5,33,12,1,1,0,0,14
Harrison Barnes,1417669200000,nba-nop,True,36,40,10,1,0,0,1,17
Harrison Barnes,1417842000000,nba-chi,False,7,25,0,1,1,1,0,11
Harrison Barnes,1418014800000,nba-min,False,6,29,6,1,1,0,0,4
Harrison Barnes,1418187600000,nba-hou,True,13,39,6,2,2,0,2,20
Harrison Barnes,1418446800000,nba-dal,False,-2,34,9,3,2,1,3,12
Harrison Barnes,1418533200000,nba-nop,False,7,29,4,2,0,0,0,2
Harrison Barnes,1418706000000,nba-mem,False,-11,31,8,0,0,1,2,11
Harrison Barnes,1418878800000,nba-okc,True,0,34,7,1,2,0,0,12
Harrison Barnes,1419224400000,nba-sac,True,8,27,8,1,1,0,3,8
Harrison Barnes,1419310800000,nba-lal,False,-13,28,4,0,0,1,0,5
Harrison Barnes,1419483600000,nba-lac,False,-3,38,13,3,2,0,1,12
Harrison Barnes,1419656400000,nba-min,True,2,30,4,1,2,0,0,10
Harrison Barnes,1419915600000,nba-phi,True,20,28,7,3,1,0,0,8
Harrison Barnes,1420174800000,nba-tor,True,26,24,5,2,0,0,0,2
Harrison Barnes,1420434000000,nba-okc,True,23,36,7,0,0,0,0,23
Harrison Barnes,1420606800000,nba-ind,True,13,24,4,1,0,0,0,4
Harrison Barnes,1420779600000,nba-cle,True,7,23,2,2,0,0,0,11
Harrison Barnes,1421125200000,nba-uta,False,15,23,2,1,0,0,0,12
Harrison Barnes,1421211600000,nba-mia,True,8,21,5,2,0,1,1,2
Harrison Barnes,1421384400000,nba-okc,False,-5,40,6,2,1,0,0,18
Harrison Barnes,1421470800000,nba-hou,False,11,24,6,0,1,0,1,10
Harrison Barnes,1421643600000,nba-den,True,18,20,5,3,2,0,0,4
Harrison Barnes,1421816400000,nba-hou,True,3,28,5,1,0,0,1,11
Harrison Barnes,1421989200000,nba-sac,True,10,23,5,1,1,0,1,5
Harrison Barnes,1422162000000,nba-bos,True,1,25,4,1,0,0,1,9
Harrison Barnes,1422334800000,nba-chi,True,-1,40,5,2,1,0,1,12
Harrison Barnes,1422594000000,nba-uta,False,-14,20,1,0,1,0,1,4
Harrison Barnes,1422680400000,nba-phx,True,13,36,8,3,1,2,1,13
Harrison Barnes,1422939600000,nba-sac,False,-3,24,6,0,0,0,1,9
Harrison Barnes,1423026000000,nba-dal,True,3,30,6,3,0,0,2,12
Harrison Barnes,1423198800000,nba-atl,False,-6,30,3,2,1,0,1,12
Harrison Barnes,1423285200000,nba-nyk,False,12,26,1,4,2,0,1,12
Harrison Barnes,1423458000000,nba-phi,False,-2,22,3,0,0,1,1,9
Harrison Barnes,1423630800000,nba-min,False,3,23,7,1,0,0,2,8
Harrison Barnes,1424408400000,nba-sas,True,18,28,5,0,1,0,0,16
Harrison Barnes,1424581200000,nba-ind,False,-13,29,6,1,1,0,0,6
Harrison Barnes,1424754000000,nba-was,False,-8,31,2,2,0,0,1,11
Harrison Barnes,1424926800000,nba-cle,False,-7,28,7,3,1,0,2,11
Harrison Barnes,1425013200000,nba-tor,False,45,30,7,3,1,0,0,6
Harrison Barnes,1425186000000,nba-bos,False,-2,30,8,0,0,0,1,17
Harrison Barnes,1425272400000,nba-bkn,False,-6,26,6,0,3,0,0,6
Harrison Barnes,1425445200000,nba-mil,True,10,32,5,1,1,0,2,6
Harrison Barnes,1425618000000,nba-dal,True,12,28,6,1,0,0,3,12
Harrison Barnes,1425790800000,nba-lac,True,2,34,8,0,3,0,1,10
Harrison Barnes,1425873600000,nba-phx,False,3,32,4,1,0,0,1,9
Harrison Barnes,1426046400000,nba-det,True,5,23,5,1,0,0,2,5
Harrison Barnes,1426219200000,nba-den,False,-10,24,6,2,1,0,2,4
Harrison Barnes,1426305600000,nba-nyk,True,15,20,4,0,0,0,2,8
Harrison Barnes,1426478400000,nba-lal,True,-12,23,2,2,1,1,0,11
Harrison Barnes,1426651200000,nba-atl,True,2,28,4,1,1,0,1,25
Harrison Barnes,1426824000000,nba-nop,True,0,20,1,0,1,0,0,22
Harrison Barnes,1426910400000,nba-uta,True,8,28,4,1,0,0,1,12
Harrison Barnes,1427083200000,nba-was,True,25,22,7,2,3,0,0,7
Harrison Barnes,1427169600000,nba-por,False,10,36,3,0,0,0,1,13
Harrison Barnes,1427428800000,nba-mem,False,9,24,5,2,2,0,0,3
