Player,Score,Points,Rebounds,Steals,Assists,Turnovers,Blocks,Dates
nba-demar-derozan,36.2,26,1,1,4,3,2,2016-04-02
nba-demar-derozan,24.8,17,4,0,2,2,1,2016-04-05
nba-demar-derozan,40.6,38,3,0,2,4,0,2016-04-07
nba-demar-derozan,27.3,15,4,2,5,4,0,2016-04-08
nba-demar-derozan,31.4,15,7,1,6,3,0,2016-04-10
nba-demar-derozan,44.4,26,7,1,6,1,0,2016-04-12
nba-demar-derozan,33.0,20,5,1,4,1,0,current
nba-klay-thompson,50.7,36,6,0,5,0,0,2015-10-27
nba-klay-thompson,25.8,15,4,2,2,1,0,2015-10-30
nba-klay-thompson,28.4,19,7,0,0,1,1,2015-10-31
nba-klay-thompson,33.7,20,6,1,3,0,0,2015-11-02
nba-klay-thompson,37.2,34,1,1,2,3,0,2015-11-04
nba-klay-thompson,26.7,23,1,1,1,1,0,2015-11-06
nba-klay-thompson,50.6,43,3,1,2,1,0,2015-11-07
nba-klay-thompson,26.6,21,3,1,0,2,1,2015-11-09
nba-klay-thompson,22.4,8,7,1,2,3,2,2015-11-11
nba-klay-thompson,29.9,21,2,2,3,2,0,2015-11-12
nba-klay-thompson,24.1,15,3,1,3,1,0,2015-11-14
nba-klay-thompson,40.6,27,3,1,2,1,3,2015-11-17
nba-klay-thompson,50.9,32,7,3,3,0,0,2015-11-19
nba-klay-thompson,28.8,15,4,0,6,2,1,2015-11-20
nba-klay-thompson,18.1,12,3,0,1,1,1,2015-11-24
nba-klay-thompson,33.0,20,5,0,2,0,2,2015-11-27
nba-klay-thompson,20.8,18,4,0,0,2,0,2015-11-28
nba-klay-thompson,26.0,17,5,1,2,2,0,2015-11-30
nba-klay-thompson,33.5,20,5,0,1,0,3,2015-12-02
nba-klay-thompson,27.4,14,7,0,2,2,2,2015-12-05
nba-klay-thompson,34.1,28,3,0,3,4,1,2015-12-06
nba-klay-thompson,43.6,33,3,4,0,1,0,2015-12-08
nba-klay-thompson,56.7,45,6,0,1,1,2,2015-12-11
nba-klay-thompson,30.3,26,4,0,1,2,0,2015-12-12
nba-klay-thompson,52.2,39,6,2,2,3,1,2015-12-16
nba-klay-thompson,30.7,24,6,0,1,2,0,2015-12-18
nba-klay-thompson,17.9,13,2,0,3,2,0,2015-12-23
nba-klay-thompson,42.1,32,3,2,1,1,1,2015-12-25
nba-klay-thompson,25.2,14,6,2,0,2,1,2015-12-28
nba-klay-thompson,50.5,40,5,1,1,1,1,2015-12-30
nba-klay-thompson,18.6,11,3,0,2,1,1,2015-12-31
nba-klay-thompson,33.5,16,5,2,5,2,1,2016-01-02
nba-klay-thompson,24.3,16,4,1,1,2,1,2016-01-04
nba-klay-thompson,26.1,19,3,0,1,0,1,2016-01-05
nba-klay-thompson,38.9,27,2,3,3,1,0,2016-01-08
nba-klay-thompson,16.5,9,5,1,3,7,1,2016-01-09
nba-klay-thompson,31.1,24,3,2,1,2,0,2016-01-11
nba-klay-thompson,26.1,18,3,0,5,3,0,2016-01-13
nba-klay-thompson,33.1,21,3,0,3,0,2,2016-01-14
nba-klay-thompson,38.0,29,5,1,2,4,1,2016-01-16
nba-klay-thompson,29.4,17,7,2,2,3,0,2016-01-18
nba-klay-thompson,22.9,20,2,0,1,1,0,2016-01-20
nba-klay-thompson,40.7,26,6,1,5,2,0,2016-01-22
nba-klay-thompson,43.0,37,5,0,0,0,0,2016-01-25
nba-klay-thompson,40.9,36,2,0,1,1,1,2016-01-27
nba-klay-thompson,12.2,10,1,0,2,2,0,2016-01-30
nba-klay-thompson,40.3,32,4,1,3,3,0,2016-01-31
nba-klay-thompson,13.4,11,2,1,0,2,0,2016-02-03
nba-klay-thompson,42.4,40,2,0,0,2,1,2016-02-06
nba-klay-thompson,24.1,15,3,0,3,1,1,2016-02-09
nba-klay-thompson,18.9,12,2,1,3,2,0,2016-02-10
nba-klay-thompson,29.8,24,4,1,0,1,0,2016-02-19
nba-klay-thompson,20.2,15,1,1,2,1,0,2016-02-20
nba-klay-thompson,44.4,38,7,0,0,4,1,2016-02-22
nba-klay-thompson,15.3,11,4,0,1,2,0,2016-02-24
nba-klay-thompson,33.5,20,5,1,3,1,1,2016-02-25
nba-klay-thompson,25.1,18,3,0,3,3,1,2016-02-27
nba-klay-thompson,24.7,19,1,0,3,0,0,2016-03-01
nba-klay-thompson,37.1,24,3,5,1,2,0,2016-03-03
nba-klay-thompson,18.0,15,0,1,2,2,0,2016-03-06
nba-klay-thompson,36.1,21,3,0,7,1,1,2016-03-07
nba-klay-thompson,18.4,18,2,0,0,4,1,2016-03-09
nba-klay-thompson,29.6,25,3,0,2,2,0,2016-03-11
nba-klay-thompson,31.7,18,6,0,5,1,0,2016-03-12
nba-klay-thompson,34.1,21,3,1,3,1,2,2016-03-14
nba-klay-thompson,24.3,17,4,0,3,2,0,2016-03-16
nba-klay-thompson,27.7,18,6,0,1,1,1,2016-03-18
nba-klay-thompson,24.3,18,4,0,1,0,0,2016-03-19
nba-klay-thompson,24.5,15,5,1,1,2,1,2016-03-21
nba-klay-thompson,40.5,30,5,0,3,2,1,2016-03-23
nba-klay-thompson,33.9,32,2,0,3,5,0,2016-03-25
nba-klay-thompson,27.6,14,3,1,6,1,0,2016-03-27
nba-klay-thompson,17.4,15,2,0,0,2,1,2016-03-29
nba-klay-thompson,13.9,9,2,0,1,1,1,2016-03-30
nba-klay-thompson,23.4,16,2,0,2,0,1,2016-04-03
nba-klay-thompson,34.2,27,6,1,0,2,0,2016-04-05
nba-klay-thompson,20.4,15,2,1,2,4,1,2016-04-07
nba-klay-thompson,54.4,39,7,0,6,4,1,2016-04-09
nba-klay-thompson,41.9,26,7,2,3,1,0,2016-04-10
nba-klay-thompson,29.1,23,3,1,1,1,0,2016-04-13
nba-klay-thompson,21.1,15,3,0,3,2,0,current
nba-mason-plumlee,26.1,10,13,2,1,5,0,2015-10-28
nba-mason-plumlee,35.8,11,14,1,4,2,1,2015-10-30
nba-mason-plumlee,12.8,7,4,0,2,4,1,2015-10-31
nba-mason-plumlee,14.8,3,9,0,2,2,0,2015-11-02
nba-mason-plumlee,15.5,7,5,1,1,1,0,2015-11-04
nba-mason-plumlee,29.0,12,10,0,2,0,1,2015-11-05
nba-mason-plumlee,27.5,15,5,3,1,1,0,2015-11-08
nba-mason-plumlee,23.5,8,10,1,1,0,0,2015-11-09
nba-mason-plumlee,32.7,10,6,2,7,1,1,2015-11-11
nba-mason-plumlee,27.4,8,12,0,2,2,2,2015-11-13
nba-mason-plumlee,35.7,10,11,1,7,2,1,2015-11-15
nba-mason-plumlee,35.6,13,8,3,6,2,0,2015-11-16
nba-mason-plumlee,12.1,4,3,1,3,2,0,2015-11-18
nba-mason-plumlee,15.5,4,10,0,1,4,1,2015-11-20
nba-mason-plumlee,23.2,11,6,0,4,1,0,2015-11-22
nba-mason-plumlee,23.1,10,8,1,1,4,2,2015-11-24
nba-mason-plumlee,13.3,8,4,0,1,3,1,2015-11-28
nba-mason-plumlee,22.1,3,8,1,1,0,3,2015-11-30
nba-mason-plumlee,22.3,10,9,0,3,3,0,2015-12-01
nba-mason-plumlee,33.1,12,8,1,1,0,4,2015-12-03
nba-mason-plumlee,25.7,9,11,0,3,1,0,2015-12-05
nba-mason-plumlee,11.0,6,0,0,2,0,1,2015-12-07
nba-mason-plumlee,39.6,15,13,0,6,4,2,2015-12-08
nba-mason-plumlee,34.5,18,10,2,1,1,0,2015-12-11
nba-mason-plumlee,12.8,9,4,0,2,6,1,2015-12-12
nba-mason-plumlee,13.1,6,3,0,1,0,1,2015-12-14
nba-mason-plumlee,12.9,7,2,0,3,1,0,2015-12-16
nba-mason-plumlee,25.5,14,10,0,3,5,0,2015-12-18
nba-mason-plumlee,23.2,7,6,0,6,0,0,2015-12-20
nba-mason-plumlee,17.7,6,6,0,1,1,2,2015-12-21
nba-mason-plumlee,14.8,6,4,0,0,0,2,2015-12-23
nba-mason-plumlee,20.5,8,5,2,3,2,0,2015-12-26
nba-mason-plumlee,15.5,7,5,1,3,4,0,2015-12-27
nba-mason-plumlee,11.8,8,4,1,0,3,0,2015-12-30
nba-mason-plumlee,9.6,3,3,2,0,1,0,2015-12-31
nba-mason-plumlee,17.4,11,7,0,2,5,0,2016-01-03
nba-mason-plumlee,14.5,3,5,2,1,0,0,2016-01-04
nba-mason-plumlee,37.2,12,16,2,2,5,2,2016-01-06
nba-mason-plumlee,22.9,2,7,2,3,0,2,2016-01-08
nba-mason-plumlee,12.9,4,2,1,3,0,0,2016-01-10
nba-mason-plumlee,31.8,9,9,2,4,0,1,2016-01-13
nba-mason-plumlee,13.3,3,4,0,1,2,3,2016-01-15
nba-mason-plumlee,34.0,11,10,1,6,2,1,2016-01-16
nba-mason-plumlee,25.1,8,13,0,1,2,1,2016-01-18
nba-mason-plumlee,30.1,10,8,3,1,1,2,2016-01-20
nba-mason-plumlee,33.8,9,9,2,6,1,1,2016-01-23
nba-mason-plumlee,22.2,11,6,0,4,2,0,2016-01-26
nba-mason-plumlee,33.4,15,7,2,2,1,2,2016-01-29
nba-mason-plumlee,42.8,14,19,1,2,1,1,2016-01-31
nba-mason-plumlee,21.3,12,4,1,1,3,2,2016-02-02
nba-mason-plumlee,16.8,8,4,0,4,2,0,2016-02-04
nba-mason-plumlee,26.9,9,7,1,3,1,2,2016-02-06
nba-mason-plumlee,17.8,10,4,1,2,4,1,2016-02-08
nba-mason-plumlee,17.7,4,6,1,3,2,1,2016-02-10
nba-mason-plumlee,12.2,4,6,0,2,2,0,2016-02-19
nba-mason-plumlee,39.9,13,12,2,5,3,2,2016-02-21
nba-mason-plumlee,23.2,11,6,2,0,3,2,2016-02-23
nba-mason-plumlee,40.2,17,11,1,4,0,1,2016-02-25
nba-mason-plumlee,30.8,9,4,0,4,1,6,2016-02-27
nba-mason-plumlee,20.8,10,4,0,4,2,1,2016-02-28
nba-mason-plumlee,40.3,17,9,2,5,1,1,2016-03-01
nba-mason-plumlee,30.2,11,11,0,4,2,1,2016-03-02
nba-mason-plumlee,29.1,4,13,0,5,2,2,2016-03-04
nba-mason-plumlee,35.3,19,9,0,5,2,0,2016-03-06
nba-mason-plumlee,42.0,15,15,1,2,0,2,2016-03-08
nba-mason-plumlee,35.9,11,17,0,1,1,2,2016-03-11
nba-mason-plumlee,19.1,8,8,0,1,2,1,2016-03-12
nba-mason-plumlee,15.9,9,2,1,3,2,0,2016-03-14
nba-mason-plumlee,21.8,8,4,1,6,4,1,2016-03-17
nba-mason-plumlee,18.1,1,8,0,3,1,2,2016-03-18
nba-mason-plumlee,22.8,6,9,1,4,2,0,2016-03-20
nba-mason-plumlee,17.8,6,9,0,2,2,0,2016-03-23
nba-mason-plumlee,15.8,6,4,1,4,3,0,2016-03-24
nba-mason-plumlee,33.4,13,7,1,4,2,3,2016-03-26
nba-mason-plumlee,33.3,12,9,0,3,0,3,2016-03-28
nba-mason-plumlee,30.1,12,8,2,5,3,0,2016-03-31
nba-mason-plumlee,28.9,8,12,1,3,0,0,2016-04-02
nba-mason-plumlee,23.1,8,8,2,1,4,2,2016-04-03
nba-mason-plumlee,20.4,8,7,0,2,3,2,2016-04-05
nba-mason-plumlee,18.9,5,7,2,1,2,1,2016-04-06
nba-mason-plumlee,31.8,16,9,1,2,2,1,2016-04-09
nba-mason-plumlee,24.5,12,5,0,5,1,0,2016-04-13
nba-mason-plumlee,12.3,8,4,0,1,2,0,current
